,accuracy,mse,mae,lower,upper
0,0.0,136163.91333333333,368.94,0.0,0.0
1,0.0,38395.589166666665,195.915,0.0,0.1
2,26.74751828648268,576.1633333333333,22.89,0.1,0.1
3,0.0,36165.20583333333,190.135,0.0,0.2
4,44.16494532734711,327.0783333333333,17.11,0.1,0.2
5,62.56075700050244,153.67666666666668,11.336666666666666,0.2,0.2
6,0.0,34874.971666666665,186.70666666666668,0.0,0.30000000000000004
7,55.12076319457676,214.24583333333334,13.681666666666667,0.1,0.30000000000000004
8,73.49278437549555,81.81083333333333,7.9816666666666665,0.2,0.30000000000000004
9,83.35793591899633,37.0,4.98,0.30000000000000004,0.30000000000000004
10,0.0,33956.32,184.22333333333333,0.0,0.4
11,63.10824791686984,147.51583333333335,11.201666666666666,0.1,0.4
12,81.06246306995955,45.00083333333333,5.648333333333333,0.2,0.4
13,88.61064222401502,17.976666666666667,3.4133333333333336,0.30000000000000004,0.4
14,90.54879474386487,13.866666666666667,2.9133333333333336,0.4,0.4
15,0.0,33153.99,182.02333333333334,0.0,0.5
16,70.15891475293425,98.55416666666666,9.011666666666667,0.1,0.5
17,86.96221344201919,23.1225,3.848333333333333,0.2,0.5
18,90.770087529411,11.863333333333333,2.796666666666667,0.30000000000000004,0.5
19,88.80640288549225,19.30666666666667,3.54,0.4,0.5
20,83.89342271281294,37.153333333333336,5.126666666666667,0.5,0.5
21,0.0,32398.06166666667,179.92666666666668,0.0,0.6000000000000001
22,76.73104959086805,63.22416666666667,7.005,0.1,0.6000000000000001
23,90.5031238456494,12.9425,2.848333333333333,0.2,0.6000000000000001
24,89.6352021481803,16.663333333333334,3.256666666666667,0.30000000000000004,0.6000000000000001
25,84.38562725467847,34.74,4.963333333333333,0.4,0.6000000000000001
26,77.8121835641551,62.16,7.016666666666667,0.5,0.6000000000000001
27,71.03955977240258,98.07333333333334,9.086666666666666,0.6000000000000001,0.6000000000000001
28,0.0,31618.84,177.73666666666668,0.0,0.7000000000000001
29,83.16742476671931,36.19083333333333,5.028333333333333,0.1,0.7000000000000001
30,91.02322985539082,12.210833333333333,2.8016666666666667,0.2,0.7000000000000001
31,85.18789655315325,31.471666666666668,4.706666666666667,0.30000000000000004,0.7000000000000001
32,77.89061091563431,60.785,6.986666666666666,0.4,0.7000000000000001
33,70.82556828501106,98.31166666666667,9.18,0.5,0.7000000000000001
34,63.962086650121286,143.63,11.276666666666667,0.6000000000000001,0.7000000000000001
35,56.88461352783999,201.08,13.466666666666667,0.7000000000000001,0.7000000000000001
36,0.0,30799.625,175.4,0.0,0.8
37,88.46690330390362,18.3625,3.4383333333333335,0.1,0.8
38,87.84637290096032,22.8525,3.901666666666667,0.2,0.8
39,78.44835174390201,58.778333333333336,6.843333333333334,0.30000000000000004,0.8
40,70.43903695624945,100.35333333333334,9.316666666666666,0.4,0.8
41,63.351772103403945,148.92166666666665,11.516666666666667,0.5,0.8
42,56.488290468514194,204.35666666666665,13.613333333333333,0.6000000000000001,0.8
43,49.410817346232896,272.33666666666664,15.803333333333333,0.7000000000000001,0.8
44,41.93702116462579,357.00666666666666,18.14,0.8,0.8
45,0.0,29794.691666666666,172.49333333333334,0.0,0.9
46,90.94829893016617,12.065833333333334,2.7716666666666665,0.1,0.9
47,80.01776455848409,51.740833333333335,6.375,0.2,0.9
48,69.12001551881423,107.995,9.74,0.30000000000000004,0.9
49,61.06255258301352,164.64833333333334,12.223333333333333,0.4,0.9
50,53.975287730168006,226.435,14.423333333333334,0.5,0.9
51,47.11180609527825,294.26,16.52,0.6000000000000001,0.9
52,40.03433297299696,375.21666666666664,18.71,0.7000000000000001,0.9
53,32.56053679138986,473.99333333333334,21.046666666666667,0.8,0.9
54,23.184052418153918,611.1,23.953333333333333,0.9,0.9
55,0.0,28587.913333333334,168.94,0.0,1.0
56,85.84458933765706,29.589166666666667,4.471666666666667,0.1,1.0
57,68.70812724687522,111.20583333333333,9.865,0.2,1.0
58,57.52798930973726,192.305,13.293333333333333,0.30000000000000004,1.0
59,49.47052637393656,266.9866666666667,15.776666666666667,0.4,1.0
60,42.38326152109106,344.6566666666667,17.976666666666667,0.5,1.0
61,35.51977988620129,427.395,20.073333333333334,0.6000000000000001,1.0
62,28.442306763919994,524.1733333333333,22.263333333333332,0.7000000000000001,1.0
63,20.968510582312895,639.625,24.6,0.8,1.0
64,11.592026209076959,797.3583333333333,27.506666666666668,0.9,1.0
65,0.0,1011.9133333333333,31.06,1.0,1.0
