,cnn_v9_1e_6_18,cnn_v9_1e_6_99
accuracy,90.770087529411,91.35802567680794
mse,11.863333333333333,11.563333333333333
mae,2.796666666666667,2.6633333333333336
lower,0.30000000000000004,0.1
upper,0.5,0.7000000000000001
